subject,method,lambda_stability,band,mean_score,session_std,weight
sub-009,Stable-FBCSP-V2,0.5,24-28Hz,0.5101902173913043,0.02529392142415532,0.05960121953914096
sub-009,Stable-FBCSP-V2,0.5,28-32Hz,0.5106657608695653,0.018495690908196697,0.08760170314276483
sub-009,Stable-FBCSP-V2,0.5,32-36Hz,0.519008152173913,0.013839734204531528,0.18557514871731606
sub-009,Stable-FBCSP-V2,0.5,36-40Hz,0.49859148550724636,0.024676727288351546,0.03043418770351935
sub-010,FBCSP-equal,0.5,4-8Hz,0.4934908998988877,0.011274092086678128,1.0
sub-010,FBCSP-equal,0.5,8-12Hz,0.515,0.025980762113533135,1.0
sub-010,FBCSP-equal,0.5,12-16Hz,0.5319578125336144,0.015528580320336972,1.0
sub-010,FBCSP-equal,0.5,16-20Hz,0.5098104145601619,0.017432714553785394,1.0
sub-010,FBCSP-equal,0.5,20-24Hz,0.5127173913043479,0.016364743212647102,1.0
sub-010,FBCSP-equal,0.5,24-28Hz,0.5156910590968741,0.05392708814441989,1.0
sub-010,FBCSP-equal,0.5,28-32Hz,0.5144868554095046,0.010984466587290888,1.0
sub-010,FBCSP-equal,0.5,32-36Hz,0.5071691801303703,0.03629173039559436,1.0
sub-010,FBCSP-equal,0.5,36-40Hz,0.5042394531334036,0.0045060458190468045,1.0
sub-010,FBCSP-innerLOSO-weighted,0.5,4-8Hz,0.4934908998988877,0.011274092086678128,0.010056867865825601
sub-010,FBCSP-innerLOSO-weighted,0.5,8-12Hz,0.515,0.025980762113533135,0.09111484961986498
sub-010,FBCSP-innerLOSO-weighted,0.5,12-16Hz,0.5319578125336144,0.015528580320336972,0.5178325223808689
sub-010,FBCSP-innerLOSO-weighted,0.5,16-20Hz,0.5098104145601619,0.017432714553785394,0.05353767359738276
